VeriAdlari,A,B,C,GammaMax,GammaMin,GoodnessVal
1_kap_4_pokus0.dat,18062.1512571835,0.074294813634008,-24617.7420960466,9156.91805795575,2348.52105133847,0.934249627168669
2_kap_4_pokus3.dat,4966.87358089374,0.120086625813303,-4234.34275216366,11005.5537241726,820.994522765505,0.996358740516101
3_kap_4_pokus5.dat,341.814107924946,0.327012873265282,3662.3023093608,12254.3292107343,3546.07555068275,0.99934203910707
4_kap_4_pokus7.dat,83714.7316645651,0.0194597881104367,-90207.8668313506,12039.3202795898,1517.87158935068,0.755139379099746
5_kap_4_pokus8.dat,3.71985902017869e-08,2.65913520527361,7299.41521431774,13484.8527984145,3517.24843321611,0.987773973552703
