t,p1,p2,h
987.14304,0.00578,-0.00062,0.00018
987.15304,0.01853,-0.00072,0.00011
987.16304,0.0054,-0.00066,0.00011
987.17304,0.01867,-0.00058,0.00025
987.18303,0.00576,-0.00072,0.00033
987.19303,0.01872,-0.00083,0.00038
987.20303,0.00568,-0.00082,0.00025
987.21303,0.0187,-0.00074,0.00026
987.22302,0.0056,-0.00065,0.00022
987.23302,0.01875,-0.00062,0.00028
987.24302,0.00592,-0.00064,0.00023
987.25302,0.01879,-0.00064,0.00026
987.26301,0.00556,-0.00068,0.00022
987.27301,0.01843,-0.00063,0.00027
987.28301,0.00546,-0.00047,0.00024
987.29301,0.01852,-0.00034,0.00025
987.303,0.0056,-0.00035,0.00021
987.313,0.01856,-0.00035,0.00024
987.323,0.00567,-0.00046,0.00016
987.333,0.0185,-0.00059,0.0002
987.34299,0.00538,-0.00071,0.00017
987.35299,0.01835,-0.0007,0.00018
987.36299,0.0057,-0.00069,0.00013
987.37298,0.01877,-0.00064,0.00019
987.38298,0.00591,-0.00062,0.00016
987.39298,0.01879,-0.00041,0.00024
987.40298,0.0059,-0.00028,0.00027
987.41297,0.01867,-0.00015,0.00035
987.42297,0.00558,-0.00012,0.0003
987.43297,0.01833,-0.0002,0.00028
987.44297,0.00553,-0.00037,0.00015
987.45296,0.01844,-0.00045,0.00011
987.46296,0.00565,-0.00054,7e-05
987.47296,0.01869,-0.0006,0.00014
987.48296,0.00604,-0.00062,0.00021
987.49295,0.01893,-0.00057,0.0003
987.50295,0.0061,-0.0006,0.00018
987.51295,0.01879,-0.00053,0.00017
987.52295,0.00596,-0.00045,0.00021
987.53294,0.01885,-0.00037,0.00028
987.54294,0.00624,-0.00044,0.00026
987.55294,0.0191,-0.00046,0.0003
987.56294,0.00631,-0.00044,0.00021
987.57293,0.01906,-0.00042,0.00021
987.58293,0.00632,-0.00043,0.00024
987.59293,0.01919,-0.00031,0.00032
987.60292,0.00661,-0.00017,0.00023
987.61292,0.01914,-0.00014,0.00023
987.62292,0.00626,-0.00024,0.00028
987.63292,0.01918,-9e-05,0.00033
987.64291,0.00659,-6e-05,0.00028
987.65291,0.01916,-0.00015,0.00032
987.66291,0.00641,-0.00046,0.00025
987.67291,0.01904,-0.00054,0.00021
987.6829,0.00657,-0.00046,0.00021
987.6929,0.01936,-0.00039,0.00024
987.7029,0.00653,-0.00041,0.00024
987.7129,0.01899,-0.00049,0.00024
987.72289,0.00637,-0.00053,0.00019
987.73289,0.0192,-0.00048,0.00026
987.74289,0.00697,-0.0005,0.00025
987.75289,0.01978,-0.00054,0.00029
987.76288,0.00706,-0.0007,0.00021
987.77288,0.01956,-0.00091,0.00027
987.78288,0.00687,-0.00106,0.00025
987.79288,0.01934,-0.00096,0.00027
987.80287,0.00686,-0.00083,0.0003
987.81287,0.01971,-0.00071,0.00036
987.82287,0.00719,-0.00059,0.00023
987.83287,0.01951,-0.00035,0.00018
987.84286,0.00671,-0.00023,0.0002
987.85286,0.0192,-0.00016,0.00035
987.86286,0.0065,-0.00043,0.00026
987.87285,0.01876,-0.00067,0.00015
987.88285,0.00616,-0.00065,7e-05
987.89285,0.01868,-0.00049,0.00018
987.90285,0.00626,-0.0004,0.00025
987.91284,0.0189,-0.00029,0.00032
987.92284,0.00656,-0.00043,0.00032
987.93284,0.01912,-0.0006,0.00037
987.94284,0.00659,-0.00066,0.00034
987.95283,0.01888,-0.0006,0.00031
987.96283,0.00644,-0.00061,0.0002
987.97283,0.01892,-0.00068,0.00017
987.98283,0.00644,-0.00068,0.00011
987.99282,0.01874,-0.00049,0.0002
988.00282,0.00625,-0.00055,0.00027
988.01282,0.01871,-0.00062,0.00035
988.02282,0.00633,-0.00076,0.00032
988.03281,0.01851,-0.0008,0.00029
988.04281,0.00605,-0.00082,0.00015
988.05281,0.01855,-0.0008,0.00022
988.06281,0.00621,-0.00074,0.00029
988.0728,0.01875,-0.00062,0.00033
988.0828,0.0064,-0.00044,0.00031
988.0928,0.01862,-0.00021,0.00041
988.10279,0.00621,-0.00023,0.00033
988.11279,0.01835,-0.00036,0.00032
988.12279,0.00601,-0.00043,0.00028
988.13279,0.01852,-0.00048,0.00027
988.14278,0.00622,-0.00046,0.00019
988.15278,0.01839,-0.0004,0.0002
988.16278,0.0062,-0.00043,0.00022
988.17278,0.01878,-0.00047,0.00028
988.18277,0.00638,-0.00056,0.00025
988.19277,0.01806,-0.00066,0.00031
988.20277,0.00554,-0.00071,0.00031
988.21277,0.01807,-0.00054,0.00026
988.22276,0.00628,-0.00049,0.00017
988.23276,0.01878,-0.0005,0.00017
988.24276,0.00655,-0.0005,0.00013
988.25276,0.01863,-0.00048,0.00014
988.26275,0.00634,-0.00063,6e-05
988.27275,0.0186,-0.00067,0.00018
988.28275,0.00636,-0.00051,0.00025
988.29275,0.01858,-0.00026,0.00034
988.30274,0.00622,-0.00026,0.00028
988.31274,0.01838,-0.00034,0.00029
988.32274,0.00637,-0.00049,0.0003
988.33273,0.01852,-0.00057,0.00033
988.34273,0.00622,-0.00063,0.00027
988.35273,0.01831,-0.00054,0.00023
988.36273,0.00612,-0.0005,0.00015
988.37272,0.01815,-0.00032,0.00021
988.38272,0.00594,-0.00011,0.00022
988.39272,0.01802,0,0.00029
988.40272,0.00577,3e-05,0.00028
988.41271,0.01794,-3e-05,0.00026
988.42271,0.00582,-5e-05,0.00011
988.43271,0.018,-4e-05,8e-05
988.44271,0.00613,-8e-05,0.00014
988.4527,0.01853,-0.00018,0.00029
988.4627,0.00669,-0.0004,0.00029
988.4727,0.01879,-0.00041,0.00035
988.4827,0.00659,-0.00034,0.00032
988.49269,0.0185,-0.00031,0.00038
988.50269,0.0065,-0.00027,0.00027
988.51269,0.01859,-0.00044,0.00021
988.52269,0.0063,-0.00068,0.00019
988.53268,0.01807,-0.00063,0.00028
988.54268,0.0061,-0.00056,0.0003
988.55268,0.01826,-0.00067,0.00036
988.56268,0.00634,-0.00081,0.00036
988.57267,0.01846,-0.00081,0.0004
988.58267,0.00659,-0.00085,0.00036
988.59267,0.01859,-0.00079,0.00038
988.60266,0.00638,-0.00062,0.00023
988.61266,0.01826,-0.00046,0.00018
988.62266,0.00629,-0.00029,0.00014
988.63266,0.01818,-0.00031,0.00027
988.64265,0.00636,-0.0004,0.00028
988.65265,0.01832,-0.00033,0.00023
988.66265,0.00618,-0.00021,0.00016
988.67265,0.01808,-0.00015,0.00019
988.68264,0.00648,-0.00017,0.00023
988.69264,0.01854,-0.00023,0.00037
988.70264,0.00653,-0.00045,0.00035
988.71264,0.01821,-0.00056,0.00039
988.72263,0.00629,-0.00043,0.00038
988.73263,0.01819,-0.00032,0.00036
988.74263,0.0064,-0.00051,0.00027
988.75263,0.01849,-0.00069,0.00033
988.76262,0.00696,-0.00063,0.00031
988.77262,0.01883,-0.00046,0.00031
988.78262,0.007,-0.00041,0.00021
988.79262,0.01875,-0.00039,0.00014
988.80261,0.00681,-0.00038,0.00012
988.81261,0.01855,-0.00036,0.00021
988.82261,0.00669,-0.00034,0.00022
988.8326,0.0182,-0.00037,0.00029
988.8426,0.00645,-0.00054,0.00021
988.8526,0.01844,-0.00061,0.00017
988.8626,0.00706,-0.00072,0.00017
988.87259,0.01902,-0.00067,0.00028
988.88259,0.00723,-0.00064,0.00029
988.89259,0.01875,-0.00066,0.00027
988.90259,0.00691,-0.00084,0.00022
988.91258,0.01862,-0.00086,0.00033
988.92258,0.00697,-0.00079,0.00029
988.93258,0.01866,-0.00082,0.00026
988.94258,0.00716,-0.0009,0.00018
988.95257,0.01892,-0.00091,0.00021
988.96257,0.00739,-0.00096,0.00023
988.97257,0.0192,-0.00083,0.00029
988.98257,0.00779,-0.00054,0.00024
988.99256,0.01928,-0.00031,0.00024
989.00256,0.00719,-0.00033,0.00018
989.01256,0.01873,-0.0005,0.0002
989.02256,0.00714,-0.00068,0.00017
989.03255,0.01852,-0.00078,0.00017
989.04255,0.00659,-0.00081,0.00016
989.05255,0.01802,-0.00064,0.00029
989.06255,0.00674,-0.00048,0.00031
989.07254,0.01869,-0.00037,0.0003
989.08254,0.00728,-0.00042,0.00016
989.09254,0.01879,-0.00061,0.00014
989.10253,0.00717,-0.00082,0.00035
989.11253,0.01861,-0.00076,0.0062
989.12253,0.00737,-0.00064,0.00676
989.13253,0.01904,-0.00047,0.00286
989.14252,0.00788,-0.00034,0.00044
989.15252,0.01935,-0.00025,7e-05
989.16252,0.00761,-0.00026,0.00023
989.17252,0.01857,-0.00012,0.00036
989.18251,0.0068,4e-05,0.00026
989.19251,0.01827,-2e-05,0.00022
989.20251,0.00694,-0.00024,0.00027
989.21251,0.01845,-0.00027,0.00032
989.2225,0.00698,-0.00022,0.00025
989.2325,0.01833,-0.00016,0.00034
989.2425,0.00708,-0.00021,0.00029
989.2525,0.01863,-0.00024,0.00028
989.26249,0.0071,-0.00019,0.00016
989.27249,0.01824,-0.00015,0.00018
989.28249,0.00694,-0.00031,0.00021
989.29249,0.01827,-0.00038,0.00027
989.30248,0.00693,-0.00044,0.00033
989.31248,0.01852,-0.00044,0.00039
989.32248,0.00732,-0.0004,0.00026
989.33247,0.01853,-0.00036,0.00017
989.34247,0.00694,-0.00037,0.00011
989.35247,0.01823,-0.0004,0.00021
989.36247,0.00704,-0.00046,0.00022
989.37246,0.01838,-0.00052,0.00025
989.38246,0.00704,-0.00057,0.00017
989.39246,0.01844,-0.00043,0.00019
989.40246,0.00738,-0.0004,0.00018
989.41245,0.01869,-0.0004,0.0003
989.42245,0.00731,-0.0005,0.00033
989.43245,0.01849,-0.00054,0.0003
989.44245,0.00714,-0.00074,0.00019
989.45244,0.01816,-0.00077,0.00021
989.46244,0.00685,-0.00063,0.00028
989.47244,0.01817,-0.00055,0.00042
989.48244,0.00704,-0.00058,0.00039
989.49243,0.018,-0.00053,0.00034
989.50243,0.00669,-0.00055,0.00028
989.51243,0.01798,-0.00057,0.00033
989.52243,0.0068,-0.0005,0.00028
989.53242,0.01776,-0.00049,0.00031
989.54242,0.00675,-0.00051,0.00026
989.55242,0.01811,-0.00054,0.00027
989.56241,0.00727,-0.00081,0.00023
989.57241,0.01862,-0.00101,0.00025
989.58241,0.00744,-0.00114,0.00019
989.59241,0.01839,-0.00131,0.00017
989.6024,0.00719,-0.00128,0.0002
989.6124,0.01819,-0.00098,0.0003
989.6224,0.007,-0.00099,0.00032
989.6324,0.0181,-0.00118,0.00033
989.64239,0.00713,-0.00121,0.00024
989.65239,0.01823,-0.00102,0.00021
989.66239,0.00721,-0.00098,0.0002
