t,p1,p2,h
3711.4739,-0.00065,0.00105,0.34056
3711.48389,0.01549,0.00103,0.34057
3711.49389,-0.00051,0.00112,0.34055
3711.50389,0.01538,0.00123,0.34058
3711.51389,-0.00046,0.00124,0.34056
3711.52388,0.01576,0.00117,0.3406
3711.53388,-9e-05,0.00112,0.34052
3711.54388,0.01622,0.00115,0.34059
3711.55388,0.00038,0.00116,0.34058
3711.56387,0.01623,0.00112,0.34059
3711.57387,-0.0002,0.00113,0.34055
3711.58387,0.01569,0.00104,0.34056
3711.59387,-0.00059,0.00102,0.34051
3711.60386,0.01519,0.0011,0.34052
3711.61386,-0.0009,0.00101,0.34049
3711.62386,0.01554,0.00087,0.3405
3711.63386,-0.00028,0.00078,0.34056
3711.64385,0.01598,0.00077,0.34075
3711.65385,-4e-05,0.00088,0.34072
3711.66385,0.0159,0.00092,0.34068
3711.67384,-0.00055,0.0008,0.34062
3711.68384,0.0153,0.00084,0.34068
3711.69384,-0.00092,0.00099,0.34066
3711.70384,0.01518,0.00109,0.34069
3711.71383,-0.00069,0.00123,0.34067
3711.72383,0.01565,0.00131,0.34065
3711.73383,-0.0003,0.00129,0.34062
3711.74383,0.01597,0.00118,0.34071
3711.75382,-0.00023,0.00111,0.34077
3711.76382,0.01578,0.00119,0.34083
3711.77382,-0.00056,0.00111,0.34069
3711.78382,0.01519,0.00091,0.34073
3711.79381,-0.00128,0.00095,0.34069
3711.80381,0.01469,0.00119,0.34071
3711.81381,-0.0013,0.00135,0.34068
3711.82381,0.01515,0.00144,0.3407
3711.8338,-0.00064,0.00149,0.34069
3711.8438,0.01547,0.00142,0.34073
3711.8538,-0.00093,0.00157,0.34064
3711.8638,0.01525,0.00166,0.34069
3711.87379,-0.00052,0.00156,0.34064
3711.88379,0.01603,0.00143,0.34066
3711.89379,0.00018,0.00134,0.34063
3711.90379,0.01628,0.00128,0.34067
3711.91378,-0.00013,0.00119,0.34063
3711.92378,0.01593,0.00132,0.34071
3711.93378,-3e-05,0.00153,0.3407
3711.94377,0.01615,0.00143,0.34076
3711.95377,-0.00021,0.00129,0.34073
3711.96377,0.01593,0.0012,0.34077
3711.97377,-0.0002,0.00117,0.34077
3711.98376,0.01592,0.00117,0.34082
3711.99376,-0.00032,0.00111,0.34074
3712.00376,0.01558,0.00117,0.34075
3712.01376,-0.00069,0.00109,0.34064
3712.02375,0.01561,0.00093,0.3407
3712.03375,-0.0005,0.00076,0.34067
3712.04375,0.01561,0.00088,0.34064
3712.05375,-0.00061,0.00107,0.34066
3712.06374,0.01543,0.00108,0.34076
3712.07374,-0.00105,0.0011,0.34075
3712.08374,0.01488,0.00104,0.34081
3712.09374,-0.00135,0.00084,0.34069
3712.10373,0.01507,0.00081,0.34062
3712.11373,-0.00078,0.00091,0.34061
3712.12373,0.01547,0.00107,0.3407
3712.13373,-0.0009,0.00104,0.34059
3712.14372,0.01526,0.00091,0.3406
