t,p1,p2,h
3872.09209,-0.01001,0.00109,0.35981
3872.10209,0.00032,0.00095,0.35986
3872.11208,-0.01043,0.00087,0.35976
3872.12208,-0.00015,0.00082,0.35977
3872.13208,-0.01036,0.00069,0.35977
3872.14207,3e-05,0.00072,0.35982
3872.15207,-0.01044,0.00081,0.35981
3872.16207,-0.00048,0.00096,0.3599
3872.17207,-0.01087,0.00081,0.35988
3872.18206,-0.00072,0.00078,0.35984
3872.19206,-0.011,0.00081,0.35979
3872.20206,-0.0009,0.00067,0.35976
3872.21206,-0.01101,0.0007,0.35968
3872.22205,-0.00093,0.0008,0.35968
3872.23205,-0.01081,0.00076,0.3597
3872.24205,-0.00054,0.00088,0.35986
3872.25205,-0.01043,0.00093,0.35989
3872.26204,-0.00032,0.00089,0.35985
3872.27204,-0.00986,0.00072,0.35978
3872.28204,0.00019,0.00056,0.35982
3872.29204,-0.00982,0.00043,0.35972
3872.30203,-0.00015,0.00052,0.35972
3872.31203,-0.00989,0.00056,0.35963
3872.32203,-3e-05,0.00034,0.35968
3872.33203,-0.00964,0.00021,0.35965
3872.34202,0,0.00029,0.35966
3872.35202,-0.00969,0.00043,0.35969
3872.36202,-0,0.0005,0.35974
3872.37201,-0.0096,0.00066,0.35971
3872.38201,-0.00024,0.00096,0.35978
3872.39201,-0.0099,0.00133,0.35977
3872.40201,-0.00037,0.00155,0.35981
3872.412,-0.01004,0.00132,0.35977
3872.422,-0.00058,0.00099,0.35974
3872.432,-0.00987,0.00073,0.35967
3872.442,-0.00039,0.00063,0.35976
3872.45199,-0.00983,0.00062,0.35978
3872.46199,-0.00023,0.0008,0.35978
3872.47199,-0.00934,0.00099,0.3597
3872.48199,-0.00026,0.00102,0.35967
3872.49198,-0.00976,0.0008,0.35967
3872.50198,-0.00047,0.00069,0.35983
3872.51198,-0.00968,0.00077,0.35982
3872.52198,-0.0004,0.00099,0.35981
3872.53197,-0.00954,0.00122,0.35976
3872.54197,-0.00056,0.00144,0.35976
3872.55197,-0.00958,0.00147,0.35973
3872.56197,-0.00026,0.00152,0.35977
3872.57196,-0.00906,0.00158,0.35975
3872.58196,0.00017,0.00178,0.35982
3872.59196,-0.00879,0.00184,0.35974
3872.60196,-4e-05,0.00167,0.35975
3872.61195,-0.00915,0.00143,0.35977
3872.62195,-0.0002,0.00126,0.3598
3872.63195,-0.00887,0.00096,0.35975
