t,p1,p2,h
3251.79355,-0.00196,0.00059,0.36439
3251.80355,0.01084,0.00022,0.36436
3251.81355,-0.00197,9e-05,0.36432
3251.82354,0.01095,0.00018,0.36439
3251.83354,-0.00165,0.00021,0.36435
3251.84354,0.0112,0.00011,0.36436
3251.85354,-0.00163,0.00017,0.36431
3251.86353,0.01131,0.00022,0.36428
3251.87353,-0.00154,0.0002,0.36425
3251.88353,0.01136,0.00016,0.3643
3251.89353,-0.00159,0.00011,0.36434
3251.90352,0.01127,0.00013,0.36437
3251.91352,-0.00151,0.00027,0.3643
3251.92352,0.01134,0.00036,0.3643
3251.93352,-0.00181,0.00023,0.36427
3251.94351,0.01123,0,0.36435
3251.95351,-0.00172,-3e-05,0.36437
3251.96351,0.01124,-5e-05,0.36436
3251.97351,-0.00186,-8e-05,0.36432
3251.9835,0.01111,6e-05,0.36444
3251.9935,-0.00203,0.00015,0.36452
3252.0035,0.01098,0.00012,0.36451
3252.0135,-0.00185,0.00018,0.3644
3252.02349,0.01148,0.0001,0.36438
3252.03349,-0.00158,6e-05,0.36431
3252.04349,0.01142,0.00013,0.36432
3252.05348,-0.00187,0.00011,0.3643
3252.06348,0.01125,3e-05,0.36434
3252.07348,-0.00181,0.00026,0.36434
3252.08348,0.01148,0.00041,0.36441
3252.09347,-0.00165,0.00032,0.36441
3252.10347,0.01144,0.00014,0.36448
3252.11347,-0.00191,9e-05,0.36451
3252.12347,0.01144,0.00026,0.36447
3252.13346,-0.00175,0.00048,0.36438
3252.14346,0.01147,0.00055,0.36443
3252.15346,-0.00179,0.00051,0.36441
3252.16346,0.01134,0.00042,0.36445
3252.17345,-0.00192,0.00036,0.36438
3252.18345,0.01157,0.00041,0.36438
3252.19345,-0.00182,0.00051,0.36436
3252.20345,0.01146,0.00059,0.36436
3252.21344,-0.00196,0.00076,0.36436
3252.22344,0.01119,0.00081,0.36439
3252.23344,-0.00245,0.00067,0.36436
3252.24344,0.01096,0.00058,0.36435
3252.25343,-0.00235,0.00083,0.36432
3252.26343,0.01102,0.00119,0.36445
3252.27343,-0.00242,0.00128,0.36442
3252.28342,0.01103,0.00111,0.36441
3252.29342,-0.00255,0.00101,0.36438
3252.30342,0.01094,0.00104,0.3644
3252.31342,-0.00247,0.00114,0.36438
3252.32341,0.0111,0.00109,0.36443
3252.33341,-0.00211,0.0011,0.3644
3252.34341,0.0116,0.00105,0.36446
3252.35341,-0.00224,0.00082,0.36442
3252.3634,0.01112,0.00073,0.36443
3252.3734,-0.00232,0.00085,0.36444
3252.3834,0.01133,0.00093,0.36444
3252.3934,-0.0022,0.00115,0.36435
3252.40339,0.01179,0.00129,0.36434
3252.41339,-0.00166,0.00117,0.36431
3252.42339,0.01167,0.00111,0.36436
3252.43339,-0.00218,0.00102,0.36434
3252.44338,0.01122,0.00088,0.36436
3252.45338,-0.00242,0.0008,0.36432
3252.46338,0.01143,0.00063,0.3643
3252.47338,-0.00218,0.00057,0.36428
3252.48337,0.01146,0.00062,0.36433
3252.49337,-0.00223,0.00076,0.36436
3252.50337,0.01146,0.00104,0.3644
3252.51337,-0.0022,0.00123,0.36437
3252.52336,0.01153,0.00112,0.36441
3252.53336,-0.00242,0.00069,0.36437
3252.54336,0.01108,0.00037,0.36435
3252.55335,-0.00284,0.00044,0.36432
3252.56335,0.01082,0.00055,0.3644
3252.57335,-0.00291,0.00075,0.36436
3252.58335,0.01103,0.0009,0.36436
3252.59334,-0.00276,0.00104,0.36436
3252.60334,0.01121,0.00097,0.36444
3252.61334,-0.0025,0.00092,0.36444
3252.62334,0.0114,0.00079,0.3645
3252.63333,-0.00254,0.00071,0.36447
3252.64333,0.01105,0.00072,0.36444
3252.65333,-0.00305,0.00076,0.36434
3252.66333,0.01102,0.0007,0.36439
