t,p1,p2,h
3552.51527,0.00801,0.00133,0.34719
3552.52527,-0.00818,0.0015,0.34718
3552.53527,0.00795,0.00147,0.34723
3552.54527,-0.00793,0.00148,0.3473
3552.55526,0.00835,0.00167,0.34733
3552.56526,-0.00757,0.00184,0.34723
3552.57526,0.00849,0.00168,0.34724
3552.58526,-0.00791,0.00132,0.34723
3552.59525,0.00815,0.00105,0.34733
3552.60525,-0.0077,0.00114,0.34727
3552.61525,0.00853,0.00137,0.34725
3552.62525,-0.00778,0.00147,0.34722
3552.63524,0.00801,0.00152,0.34727
3552.64524,-0.00826,0.00151,0.34721
3552.65524,0.00788,0.00148,0.34729
3552.66524,-0.00815,0.00135,0.34722
3552.67523,0.00818,0.00133,0.34721
3552.68523,-0.00775,0.00133,0.34722
3552.69523,0.00842,0.00149,0.34732
3552.70522,-0.00801,0.00163,0.34727
3552.71522,0.00803,0.00169,0.3473
3552.72522,-0.00794,0.00163,0.34728
3552.73522,0.00822,0.00139,0.34733
3552.74521,-0.00814,0.00118,0.34727
3552.75521,0.00765,0.00098,0.34728
3552.76521,-0.0088,0.00063,0.34724
3552.77521,0.00748,0.00041,0.34724
3552.7852,-0.00847,0.00046,0.34717
3552.7952,0.00775,0.00052,0.34731
3552.8052,-0.00843,0.00064,0.34733
3552.8152,0.00796,0.00095,0.34729
3552.82519,-0.00813,0.00124,0.34721
3552.83519,0.00823,0.00139,0.34728
3552.84519,-0.00779,0.00156,0.3472
3552.85519,0.00836,0.00162,0.34717
3552.86518,-0.00784,0.00147,0.34718
3552.87518,0.00843,0.00123,0.34721
3552.88518,-0.00795,0.00128,0.34712
3552.89518,0.00827,0.00144,0.3471
3552.90517,-0.0076,0.00156,0.34704
3552.91517,0.00886,0.00159,0.34713
3552.92517,-0.00737,0.00162,0.34715
3552.93516,0.00873,0.00142,0.3472
3552.94516,-0.00782,0.00131,0.34714
3552.95516,0.0083,0.00146,0.34715
3552.96516,-0.00777,0.00154,0.34713
3552.97515,0.00847,0.00145,0.34727
3552.98515,-0.0079,0.00135,0.34726
3552.99515,0.00812,0.0012,0.34727
3553.00515,-0.00819,0.00134,0.34722
3553.01514,0.00825,0.00144,0.34729
3553.02514,-0.00773,0.00126,0.34727
3553.03514,0.00832,0.00101,0.34727
3553.04514,-0.00828,0.00108,0.34725
3553.05513,0.0077,0.00133,0.3473
3553.06513,-0.00866,0.00143,0.34718
3553.07513,0.008,0.00142,0.34724
3553.08513,-0.00762,0.00132,0.34726
3553.09512,0.00874,0.00134,0.34728
3553.10512,-0.00785,0.00123,0.34721
3553.11512,0.0082,0.00109,0.34727
3553.12512,-0.00824,0.00104,0.34727
3553.13511,0.00793,0.00108,0.34726
3553.14511,-0.00825,0.00119,0.34719
3553.15511,0.00807,0.00138,0.34722
3553.1651,-0.00815,0.0015,0.34725
3553.1751,0.00806,0.00149,0.34728
3553.1851,-0.00827,0.0015,0.34724
3553.1951,0.00813,0.00159,0.34734
3553.20509,-0.00814,0.00159,0.3473
3553.21509,0.00806,0.00152,0.34727
3553.22509,-0.00815,0.00143,0.34722
3553.23509,0.00826,0.00127,0.34726
3553.24508,-0.00825,0.00118,0.34732
3553.25508,0.00765,0.00119,0.34745
3553.26508,-0.00867,0.00128,0.34735
3553.27508,0.00776,0.00129,0.34732
3553.28507,-0.00838,0.00136,0.34723
3553.29507,0.00783,0.00134,0.3473
3553.30507,-0.00864,0.00134,0.34732
3553.31507,0.00753,0.0015,0.34737
3553.32506,-0.00867,0.0018,0.34731
3553.33506,0.00763,0.00204,0.34731
3553.34506,-0.00857,0.0022,0.34724
3553.35506,0.00767,0.00218,0.34728
3553.36505,-0.0087,0.00221,0.34721
3553.37505,0.00791,0.00219,0.34726
3553.38505,-0.00789,0.0022,0.34724
3553.39505,0.00828,0.00235,0.34731
3553.40504,-0.00807,0.00226,0.34733
3553.41504,0.00825,0.00209,0.3474
3553.42504,-0.00792,0.00209,0.34729
3553.43503,0.00848,0.00226,0.34727
3553.44503,-0.0077,0.00248,0.3473
3553.45503,0.00838,0.00256,0.3474
3553.46503,-0.00836,0.00242,0.34734
3553.47502,0.00779,0.00211,0.34735
3553.48502,-0.00833,0.00183,0.34731
3553.49502,0.00806,0.00182,0.34733
3553.50502,-0.00806,0.00197,0.34728
3553.51501,0.00809,0.00208,0.34729
3553.52501,-0.00839,0.00229,0.34723
3553.53501,0.00773,0.00233,0.34726
3553.54501,-0.00844,0.00212,0.34728
3553.555,0.00788,0.00194,0.34732
3553.565,-0.00808,0.00188,0.34727
3553.575,0.00833,0.002,0.34734
3553.585,-0.00821,0.00195,0.34725
3553.59499,0.00775,0.00179,0.34725
3553.60499,-0.00852,0.00173,0.34722
3553.61499,0.00787,0.00179,0.34732
3553.62499,-0.00801,0.00204,0.34728
3553.63498,0.00858,0.002,0.34731
3553.64498,-0.00761,0.00181,0.34727
3553.65498,0.00855,0.00168,0.34732
3553.66497,-0.00781,0.00166,0.34725
3553.67497,0.00849,0.00175,0.34723
3553.68497,-0.00763,0.00182,0.34719
3553.69497,0.00855,0.00193,0.34721
3553.70496,-0.00783,0.00205,0.34721
3553.71496,0.00838,0.00204,0.34732
3553.72496,-0.00762,0.00211,0.34733
3553.73496,0.00874,0.00217,0.34745
3553.74495,-0.00732,0.00221,0.34744
3553.75495,0.00868,0.00216,0.34749
3553.76495,-0.00777,0.002,0.34743
3553.77495,0.00844,0.00195,0.34742
3553.78494,-0.00756,0.00184,0.34733
3553.79494,0.00874,0.00168,0.34736
3553.80494,-0.00729,0.00166,0.34735
3553.81494,0.00894,0.00183,0.34736
3553.82493,-0.00729,0.00203,0.34727
3553.83493,0.009,0.00189,0.3473
3553.84493,-0.0073,0.00181,0.34725
3553.85493,0.00879,0.00182,0.34732
3553.86492,-0.00729,0.00188,0.34734
3553.87492,0.00869,0.00209,0.34732
3553.88492,-0.00755,0.00229,0.34724
3553.89491,0.00881,0.00241,0.3473
3553.90491,-0.00722,0.00241,0.34726
3553.91491,0.00905,0.00238,0.34725
3553.92491,-0.00703,0.00235,0.34727
3553.9349,0.00897,0.00223,0.34739
3553.9449,-0.00738,0.00196,0.34735
3553.9549,0.00878,0.00179,0.34733
3553.9649,-0.00734,0.00188,0.34733
3553.97489,0.009,0.00192,0.34742
3553.98489,-0.00662,0.00183,0.34736
3553.99489,0.00943,0.00178,0.34729
3554.00489,-0.00707,0.0018,0.3472
3554.01488,0.00899,0.0019,0.34729
3554.02488,-0.00699,0.00212,0.34732
3554.03488,0.00922,0.00239,0.34733
3554.04488,-0.0067,0.00252,0.34729
3554.05487,0.00933,0.00245,0.34732
3554.06487,-0.00696,0.00232,0.34722
3554.07487,0.00906,0.00227,0.34725
3554.08487,-0.00715,0.00238,0.34726
3554.09486,0.0089,0.00242,0.34726
3554.10486,-0.00704,0.00231,0.34726
3554.11486,0.00905,0.00207,0.34739
3554.12486,-0.00732,0.00191,0.34733
3554.13485,0.00838,0.00198,0.34735
3554.14485,-0.00768,0.00203,0.34735
3554.15485,0.00839,0.00198,0.34736
3554.16484,-0.00743,0.00184,0.34724
3554.17484,0.00882,0.00181,0.34726
3554.18484,-0.00724,0.00189,0.34724
3554.19484,0.00875,0.00201,0.34724
3554.20483,-0.00733,0.00205,0.34717
3554.21483,0.0087,0.00208,0.3472
3554.22483,-0.00698,0.00208,0.34717
3554.23483,0.00912,0.002,0.34729
3554.24482,-0.0072,0.002,0.3473
3554.25482,0.00862,0.00196,0.34731
3554.26482,-0.00743,0.00179,0.34723
3554.27482,0.00859,0.00161,0.34724
3554.28481,-0.00732,0.00161,0.34724
3554.29481,0.00851,0.00173,0.34728
3554.30481,-0.00747,0.00181,0.34725
3554.31481,0.00862,0.00212,0.34735
3554.3248,-0.0073,0.00229,0.3473
3554.3348,0.00859,0.00226,0.34733
3554.3448,-0.00704,0.0023,0.34728
3554.3548,0.00902,0.00226,0.34729
3554.36479,-0.00722,0.00208,0.34725
3554.37479,0.00845,0.00191,0.3473
3554.38479,-0.00756,0.00197,0.34722
3554.39478,0.00829,0.00211,0.34726
3554.40478,-0.00743,0.00212,0.34729
3554.41478,0.00873,0.00206,0.34731
3554.42478,-0.00716,0.00204,0.34732
3554.43477,0.00863,0.00204,0.34738
3554.44477,-0.00744,0.00203,0.34732
3554.45477,0.00849,0.00218,0.34736
3554.46477,-0.00696,0.00228,0.34731
3554.47476,0.00914,0.00236,0.34737
3554.48476,-0.00686,0.0023,0.34734
3554.49476,0.00899,0.0021,0.34734
3554.50476,-0.00681,0.00214,0.34728
3554.51475,0.00898,0.0023,0.34734
