t,p1,p2,h
5070.15023,0.00742,0.001,0.3172
5070.16023,-0.00161,0.00088,0.31713
5070.17023,0.00686,0.00061,0.3172
5070.18022,-0.00153,0.00038,0.31724
5070.19022,0.00733,0.0003,0.31725
5070.20022,-0.00131,0.00029,0.31715
5070.21022,0.00715,0.00042,0.31713
5070.22021,-0.00128,0.00054,0.31714
5070.23021,0.00763,0.00064,0.31722
5070.24021,-0.00074,0.00058,0.31724
5070.25021,0.00791,0.00047,0.31729
5070.2602,-0.00065,0.00064,0.31728
5070.2702,0.00814,0.00076,0.31731
5070.2802,-0.00039,0.00084,0.31725
5070.29019,0.00812,0.00106,0.31721
5070.30019,-0.00057,0.00111,0.31721
5070.31019,0.00781,0.00096,0.3172
5070.32019,-0.00112,0.00066,0.31716
5070.33018,0.00738,0.00057,0.31718
5070.34018,-0.00134,0.00048,0.31711
5070.35018,0.00724,0.00045,0.31714
5070.36018,-0.00123,0.00054,0.31718
5070.37017,0.00762,0.00074,0.31726
5070.38017,-0.00091,0.0007,0.31723
5070.39017,0.00765,0.00072,0.3172
5070.40017,-0.00112,0.00073,0.31715
5070.41016,0.00753,0.00073,0.31711
5070.42016,-0.0011,0.00082,0.31707
5070.43016,0.00758,0.00081,0.31714
5070.44016,-0.00087,0.00053,0.31721
5070.45015,0.00794,0.00048,0.31727
5070.46015,-0.00062,0.0004,0.31723
5070.47015,0.00811,0.00032,0.31721
5070.48015,-0.00058,0.00027,0.31714
5070.49014,0.00815,0.00029,0.31715
5070.50014,-0.00029,0.00035,0.31717
5070.51014,0.00853,0.00034,0.31722
5070.52013,-0.00014,0.00016,0.31715
5070.53013,0.00852,5e-05,0.3172
5070.54013,-0.00025,0.00011,0.3172
5070.55013,0.00825,0.00035,0.31727
5070.56012,-0.00069,0.00055,0.31729
5070.57012,0.00803,0.00066,0.31734
5070.58012,-0.00068,0.00071,0.31725
5070.59012,0.0079,0.00068,0.31718
5070.60011,-0.00092,0.00056,0.31714
5070.61011,0.00803,0.00075,0.31721
5070.62011,-0.00051,0.00082,0.31732
5070.63011,0.00825,0.00076,0.31734
5070.6401,-0.00047,0.00059,0.31731
5070.6501,0.00804,0.00051,0.31731
5070.6601,-0.00105,0.00034,0.31726
5070.6701,0.00758,0.00027,0.31722
5070.68009,-0.00121,0.00032,0.3172
5070.69009,0.0075,0.00045,0.31724
5070.70009,-0.00093,0.00048,0.31716
5070.71009,0.00806,0.00053,0.31714
5070.72008,-0.00068,0.00059,0.31717
5070.73008,0.00788,0.00053,0.31716
