t,p1,p2,h
6415.88993,0.00053,-0.00076,0.35292
6415.89993,-0.01544,-0.00069,0.35286
6415.90993,0.00041,-0.00052,0.35297
6415.91993,-0.01519,-0.00014,0.35305
6415.92992,0.00043,6e-05,0.35313
6415.93992,-0.01541,-0.00018,0.35303
6415.94992,0.00049,-0.00059,0.35298
6415.95991,-0.01519,-0.00072,0.35287
6415.96991,0.00041,-0.00059,0.35288
6415.97991,-0.01548,-0.00044,0.35288
6415.98991,0.00042,-0.00035,0.35292
6415.9999,-0.01521,-0.00017,0.35285
6416.0099,0.00056,4e-05,0.35287
6416.0199,-0.01518,3e-05,0.35288
6416.0299,0.00067,-0.00012,0.35304
6416.03989,-0.01504,-0.00019,0.35306
6416.04989,0.00067,-0.00021,0.35307
6416.05989,-0.01509,-0.00023,0.35307
6416.06989,0.00067,-0.00026,0.35311
6416.07988,-0.01522,-0.00017,0.3531
6416.08988,0.0003,1e-05,0.35312
6416.09988,-0.01545,-0.00012,0.353
6416.10988,0.00031,-0.00026,0.35301
6416.11987,-0.01542,-0.00016,0.35301
6416.12987,0.0004,-0.00014,0.35302
6416.13987,-0.01516,-1e-05,0.35298
6416.14987,0.00064,0.00016,0.353
6416.15986,-0.01522,0.00013,0.35293
6416.16986,0.00055,0.00012,0.35302
6416.17986,-0.01492,0.00025,0.35309
6416.18985,0.0007,0.00034,0.3532
6416.19985,-0.01535,0.00027,0.35315
6416.20985,0.00022,0.00024,0.35315
6416.21985,-0.01548,0.00025,0.35311
6416.22984,0.00019,0.00026,0.3531
6416.23984,-0.01541,0.0002,0.3531
6416.24984,0.00046,0.00019,0.35308
6416.25984,-0.01525,0.0002,0.35305
6416.26983,0.00026,0.00012,0.3531
6416.27983,-0.01558,-0.00014,0.35303
6416.28983,-5e-05,-0.0002,0.35302
6416.29983,-0.01569,-4e-05,0.35299
6416.30982,7e-05,0.00027,0.35307
6416.31982,-0.01571,0.00042,0.35301
6416.32982,-0.00013,0.00035,0.35305
6416.33982,-0.01576,0.00027,0.35301
6416.34981,0.00011,0.00023,0.35302
6416.35981,-0.01539,0.00016,0.353
6416.36981,0.00017,9e-05,0.35303
6416.37981,-0.01576,3e-05,0.35299
6416.3898,-0.00015,3e-05,0.35298
6416.3998,-0.01564,7e-05,0.35298
6416.4098,0.00011,0.00019,0.35302
6416.4198,-0.01569,0.00028,0.35297
6416.42979,0,0.00036,0.35301
6416.43979,-0.01526,0.00045,0.35298
6416.44979,0.00069,0.00042,0.35302
6416.45978,-0.01495,0.00019,0.353
6416.46978,0.00057,7e-05,0.35299
6416.47978,-0.01505,0.00015,0.3529
6416.48978,0.00037,0.00041,0.35297
6416.49977,-0.01553,0.0006,0.35298
6416.50977,9e-05,0.00037,0.35307
6416.51977,-0.01537,8e-05,0.35303
6416.52977,0.00032,-1e-05,0.353
6416.53976,-0.01508,-6e-05,0.35295
6416.54976,0.00065,9e-05,0.35298
6416.55976,-0.01515,0.00028,0.35291
6416.56976,0.00022,0.00036,0.35296
6416.57975,-0.01565,0.00043,0.35298
6416.58975,-0.00022,0.00049,0.35305
6416.59975,-0.01579,0.00042,0.35303
6416.60975,-0.00017,0.00039,0.353
6416.61974,-0.01566,0.00048,0.35297
6416.62974,0.00031,0.00047,0.35308
6416.63974,-0.01514,0.00039,0.35304
6416.64974,0.00039,0.00041,0.3531
6416.65973,-0.01533,0.0004,0.35309
6416.66973,0.00011,0.00036,0.35305
6416.67973,-0.01585,0.00048,0.35299
6416.68972,-0.00053,0.00057,0.35308
6416.69972,-0.01603,0.00063,0.35301
6416.70972,-0.00014,0.00064,0.35297
6416.71972,-0.01537,0.00078,0.35296
6416.72971,0.00053,0.00102,0.35299
6416.73971,-0.01481,0.00098,0.35295
6416.74971,0.00064,0.0006,0.353
6416.75971,-0.01539,0.00036,0.353
6416.7697,-0.00016,0.00037,0.35303
6416.7797,-0.01569,0.00029,0.35299
6416.7897,0.00017,0.00027,0.35301
6416.7997,-0.01524,0.00032,0.353
6416.80969,0.00024,0.00051,0.35309
6416.81969,-0.01545,0.00069,0.35304
6416.82969,0.00017,0.00078,0.35306
6416.83969,-0.01542,0.00083,0.35302
6416.84968,7e-05,0.00077,0.35299
6416.85968,-0.01518,0.00066,0.35293
6416.86968,0.0006,0.00062,0.35304
6416.87968,-0.01482,0.00073,0.35305
6416.88967,0.00065,0.0008,0.35308
6416.89967,-0.01507,0.00085,0.35304
6416.90967,0.00024,0.00092,0.35308
6416.91967,-0.01553,0.00089,0.35304
6416.92966,-5e-05,0.00072,0.35309
6416.93966,-0.01552,0.00059,0.3531
6416.94966,-2e-05,0.00058,0.35314
6416.95965,-0.01569,0.00051,0.35302
6416.96965,-6e-05,0.00067,0.35302
6416.97965,-0.01534,0.00079,0.35295
6416.98965,0.0001,0.00077,0.35293
6416.99964,-0.01557,0.00072,0.35292
6417.00964,-0.00012,0.00065,0.35298
6417.01964,-0.01586,0.00065,0.35296
6417.02964,-0.00049,0.00057,0.35304
6417.03963,-0.01594,0.00074,0.353
6417.04963,-0.0005,0.00131,0.35307
6417.05963,-0.01615,0.00176,0.35305
6417.06963,-0.00083,0.0018,0.35305
6417.07962,-0.01635,0.00159,0.35295
6417.08962,-0.0005,0.00112,0.35299
6417.09962,-0.01577,0.00075,0.35301
6417.10962,-0.00026,0.00062,0.35301
6417.11961,-0.0157,0.00072,0.35298
6417.12961,0.00013,0.00085,0.35303
6417.13961,-0.01511,0.00089,0.35306
6417.14961,0.00029,0.00095,0.35315
6417.1596,-0.0154,0.00101,0.35315
6417.1696,-0.00012,0.00114,0.35321
6417.1796,-0.01568,0.00119,0.35316
6417.18959,-0.00023,0.00127,0.35312
6417.19959,-0.01546,0.00116,0.35306
6417.20959,0.00046,0.00107,0.35315
6417.21959,-0.01499,0.00094,0.35321
6417.22958,0.00034,0.0009,0.35317
6417.23958,-0.01532,0.00103,0.3531
6417.24958,-7e-05,0.00098,0.35311
6417.25958,-0.01537,0.00079,0.35303
6417.26957,0.00012,0.00088,0.35305
6417.27957,-0.01551,0.00118,0.35308
