t,p1,p2,h
5475.67467,-7e-05,0.00095,0.32729
5475.68467,-0.01414,0.00097,0.32723
5475.69467,-6e-05,0.00091,0.32718
5475.70466,-0.01412,0.00077,0.32712
5475.71466,-0.00026,0.00072,0.32713
5475.72466,-0.01437,0.00075,0.32717
5475.73466,-0.00034,0.00089,0.32728
5475.74465,-0.01438,0.00099,0.32723
5475.75465,-0.00029,0.00108,0.32719
5475.76465,-0.01426,0.00115,0.32717
5475.77465,-0.00017,0.00099,0.32718
5475.78464,-0.01437,0.0006,0.32709
5475.79464,-0.00048,0.00042,0.32709
5475.80464,-0.01441,0.00053,0.32713
5475.81464,-0.00012,0.00083,0.32726
5475.82463,-0.01415,0.00107,0.32721
5475.83463,-0.00043,0.00111,0.32718
5475.84463,-0.01475,0.00104,0.32711
5475.85463,-0.00044,0.00095,0.32708
5475.86462,-0.0142,0.00084,0.32709
5475.87462,7e-05,0.00096,0.32718
5475.88462,-0.01413,0.00109,0.32721
5475.89462,-0.00046,0.00131,0.32728
5475.90461,-0.01488,0.0013,0.32724
5475.91461,-0.00074,0.00114,0.32722
5475.92461,-0.01467,0.0009,0.32713
5475.9346,-0.00073,0.00078,0.32717
5475.9446,-0.01516,0.00079,0.32716
5475.9546,-0.00122,0.00072,0.32719
5475.9646,-0.01549,0.00046,0.32718
5475.97459,-0.00135,0.00045,0.32722
5475.98459,-0.01527,0.00056,0.32715
5475.99459,-0.00081,0.00059,0.32718
5476.00459,-0.01477,0.00056,0.32716
5476.01458,-0.00068,0.00061,0.32719
5476.02458,-0.015,0.00056,0.3272
5476.03458,-0.00118,0.00055,0.32731
5476.04458,-0.01564,0.0006,0.32733
5476.05457,-0.00157,0.00066,0.32734
5476.06457,-0.01582,0.00057,0.32727
5476.07457,-0.00165,0.00065,0.32731
5476.08457,-0.01574,0.00078,0.32729
5476.09456,-0.00147,0.00094,0.32728
5476.10456,-0.01556,0.00107,0.32727
5476.11456,-0.00112,0.00106,0.32731
5476.12456,-0.01504,0.00099,0.32726
5476.13455,-0.00093,0.00111,0.32728
5476.14455,-0.01523,0.00117,0.32723
5476.15455,-0.00081,0.00116,0.32728
5476.16455,-0.01479,0.00139,0.32727
5476.17454,-0.00073,0.00134,0.32729
5476.18454,-0.01502,0.00099,0.32723
5476.19454,-0.00066,0.00086,0.32718
5476.20453,-0.01453,0.00096,0.32715
5476.21453,-0.0001,0.00115,0.32722
5476.22453,-0.01438,0.00133,0.32723
5476.23453,-0.00019,0.00143,0.32729
5476.24452,-0.01437,0.00123,0.32722
5476.25452,-9e-05,0.00113,0.32724
5476.26452,-0.0143,0.001,0.32716
5476.27452,-0.00015,0.00081,0.32711
5476.28451,-0.01444,0.00071,0.32705
5476.29451,-0.00017,0.00062,0.32718
5476.30451,-0.01428,0.00047,0.32723
5476.31451,-0.00023,0.00051,0.32723
5476.3245,-0.0147,0.00062,0.32717
5476.3345,-0.00044,0.0005,0.32717
5476.3445,-0.01475,0.00034,0.32711
5476.3545,-0.0005,0.00049,0.32714
5476.36449,-0.01487,0.00068,0.32715
5476.37449,-0.00045,0.00093,0.32725
5476.38449,-0.01424,0.00125,0.32719
5476.39449,0.00016,0.00148,0.32717
5476.40448,-0.0144,0.00138,0.32715
5476.41448,-0.00034,0.00133,0.32716
5476.42448,-0.01446,0.00144,0.32711
5476.43447,2e-05,0.0013,0.32712
5476.44447,-0.0141,0.00117,0.32711
5476.45447,0.00012,0.00122,0.32715
5476.46447,-0.01442,0.00117,0.32714
5476.47446,-0.00037,0.00126,0.32719
5476.48446,-0.01497,0.00144,0.32713
5476.49446,-0.0008,0.00155,0.32716
5476.50446,-0.01498,0.0016,0.32711
5476.51445,-0.00063,0.00163,0.32715
5476.52445,-0.01493,0.00165,0.32711
5476.53445,-0.00067,0.0016,0.32716
5476.54445,-0.01508,0.00149,0.32716
5476.55444,-0.00071,0.00166,0.32721
5476.56444,-0.01478,0.00161,0.32717
5476.57444,-0.00028,0.0013,0.32713
5476.58444,-0.01486,0.00105,0.32712
5476.59443,-0.00053,0.00106,0.32721
5476.60443,-0.01464,0.00139,0.32725
5476.61443,-0.00014,0.00161,0.32727
5476.62443,-0.01459,0.00159,0.32728
5476.63442,-0.0002,0.00169,0.32728
5476.64442,-0.0146,0.00166,0.32719
5476.65442,-0.00036,0.00141,0.32723
5476.66441,-0.01476,0.00122,0.32722
5476.67441,-0.00027,0.00133,0.32726
5476.68441,-0.0145,0.00137,0.32716
5476.69441,-2e-05,0.00131,0.32709
5476.7044,-0.01445,0.00119,0.32708
5476.7144,-0.00014,0.00119,0.32717
5476.7244,-0.01461,0.00105,0.32719
5476.7344,-0.00043,0.0009,0.3273
5476.74439,-0.01486,0.00091,0.32721
5476.75439,-0.0003,0.001,0.32716
5476.76439,-0.01458,0.00099,0.32703
5476.77439,-0.00022,0.00097,0.32711
5476.78438,-0.01459,0.00099,0.32713
5476.79438,-0.00014,0.00113,0.3272
5476.80438,-0.01455,0.00139,0.32719
5476.81438,-1e-05,0.00171,0.3272
5476.82437,-0.01432,0.00168,0.32719
